-4.71594e-07 -5.01244e-14 -8.27014e-07 -4.69914e-14 -8.27014e-07 -4.69914e-14 -8.27014e-07 -4.69914e-14 0.557888 1 0
-5.03455e-07 1.96917e-14 -8.13649e-07 -2.70791e-14 -8.13649e-07 -2.70791e-14 -8.13649e-07 -2.70791e-14 0.694547 1 0
-5.26934e-07 1.2902e-14 -7.8093e-07 -1.53109e-14 -7.8093e-07 -1.53109e-14 -7.8093e-07 -1.53109e-14 0.864682 1 0
-5.38958e-07 -9.91839e-17 -7.30091e-07 -8.58438e-15 -7.30091e-07 -8.58438e-15 -7.30091e-07 -8.58438e-15 1.07649 1 0
-5.37015e-07 4.03988e-15 -6.63968e-07 -4.75993e-15 -6.63968e-07 -4.75993e-15 -6.63968e-07 -4.75993e-15 1.34019 1 0
-5.19748e-07 -1.483e-15 -5.86761e-07 1.77061e-14 -5.86761e-07 1.77061e-14 -5.86761e-07 1.77061e-14 1.66848 1 0
-4.87443e-07 2.14555e-20 -5.03489e-07 -1.48153e-15 -5.03489e-07 -1.48153e-15 -5.03489e-07 -1.48153e-15 2.07718 1 0
-4.42073e-07 -1.40834e-17 -4.19291e-07 8.02468e-15 -4.19291e-07 8.02468e-15 -4.19291e-07 8.02468e-15 2.586 1 0
-3.87099e-07 -1.22423e-14 -3.38743e-07 3.81479e-14 -3.38743e-07 3.81479e-14 -3.38743e-07 3.81479e-14 3.21946 1 0
-3.26879e-07 -1.70246e-14 -2.65396e-07 -2.47507e-16 -2.65396e-07 -2.47507e-16 -2.65396e-07 -2.47507e-16 4.00809 1 0
-2.65933e-07 -1.66385e-16 -2.0162e-07 -1.33603e-16 -2.0162e-07 -1.33603e-16 -2.0162e-07 -1.33603e-16 4.9899 1 0
-2.08312e-07 3.24255e-15 -1.48577e-07 -7.1414e-17 -1.48577e-07 -7.1414e-17 -1.48577e-07 -7.1414e-17 6.21222 1 0
-1.57089e-07 4.9817e-17 -1.06332e-07 -3.66467e-17 -1.06332e-07 -3.66467e-17 -1.06332e-07 -3.66467e-17 7.73395 1 0
-1.14166e-07 -4.18041e-23 -7.40798e-08 -1.87275e-17 -7.40798e-08 -1.87275e-17 -7.40798e-08 -1.87275e-17 9.62844 1 0
-8.01384e-08 2.61896e-15 -5.04228e-08 7.06288e-15 -5.04228e-08 7.06288e-15 -5.04228e-08 7.06288e-15 11.987 1 0
-5.4542e-08 -1.17724e-16 -3.36951e-08 4.14914e-15 -3.36951e-08 4.14914e-15 -3.36951e-08 4.14914e-15 14.9233 1 0
-3.61799e-08 -3.59773e-16 -2.22418e-08 -1.74751e-18 -2.22418e-08 -1.74751e-18 -2.22418e-08 -1.74751e-18 18.5789 1 0
-2.35528e-08 8.24637e-17 -1.46045e-08 -7.91306e-19 -1.46045e-08 -7.91306e-19 -1.46045e-08 -7.91306e-19 23.1299 1 0
-1.51772e-08 2.28031e-16 -9.60769e-09 -3.35132e-19 -9.60769e-09 -3.35132e-19 -9.60769e-09 -3.35132e-19 28.7957 1 0
-9.77868e-09 -2.73258e-23 -6.37034e-09 -1.42817e-19 -6.37034e-09 -1.42817e-19 -6.37034e-09 -1.42817e-19 35.8495 1 0
