# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s cosmological_parameters--w intrinsic_alignment_parameters--a1 intrinsic_alignment_parameters--alpha1 intrinsic_alignment_parameters--a2 intrinsic_alignment_parameters--alpha2 intrinsic_alignment_parameters--bias_ta
3.464599609374999778e-01 7.664794921875000000e-01 6.613574218750000178e-01 3.221679687500000194e-02 1.046904296874999973e+00 -1.137308105468750163e+00 3.112792968750000000e+00 -4.504394531250000000e+00 3.005371093750000000e+00 4.006347656250000000e+00 1.983886718750000000e+00
4.414599609375000067e-01 6.414794921875000000e-01 5.713574218750000488e-01 6.221679687500000777e-02 9.969042968750000400e-01 -1.553808105468750034e+00 6.127929687500000000e-01 2.995605468750000000e+00 -4.494628906250000000e+00 1.506347656250000000e+00 4.838867187500000000e-01
2.514599609375000044e-01 8.914794921875000000e-01 7.513574218750000977e-01 4.221679687500000389e-02 8.969042968749999512e-01 -7.208081054687500711e-01 -4.387207031250000000e+00 -2.004394531250000000e+00 5.053710937500000000e-01 -3.493652343750000000e+00 1.483886718750000000e+00
2.989599609374999911e-01 7.039794921875000000e-01 7.063574218750000577e-01 5.721679687500000333e-02 9.719042968750000178e-01 -5.125581054687500249e-01 -6.372070312500000000e-01 -3.254394531250000000e+00 -7.446289062500000000e-01 2.563476562500000000e-01 2.338867187500000000e-01
4.889599609374999933e-01 9.539794921875000000e-01 8.863574218750001066e-01 3.721679687499999944e-02 8.719042968750000400e-01 -1.345558105468749988e+00 4.362792968750000000e+00 1.745605468750000000e+00 4.255371093750000000e+00 -4.743652343750000000e+00 1.233886718750000000e+00
3.939599609375000200e-01 5.789794921875000000e-01 7.963574218750000266e-01 6.721679687500001221e-02 9.219042968749999734e-01 -9.290581054687501172e-01 1.862792968750000000e+00 -7.543945312500000000e-01 -3.244628906250000000e+00 -2.243652343750000000e+00 7.338867187500000000e-01
2.039599609374999900e-01 8.289794921875000000e-01 6.163574218750000888e-01 4.721679687500000139e-02 1.021904296875000062e+00 -1.762058105468750080e+00 -3.137207031250000000e+00 4.245605468750000000e+00 1.755371093750000000e+00 2.756347656250000000e+00 1.733886718750000000e+00
1.802099609374999967e-01 6.727294921875000000e-01 7.738574218750000622e-01 3.971679687500000167e-02 1.059404296875000151e+00 -1.657933105468750057e+00 -1.262207031250000000e+00 -1.293945312500000000e-01 -1.196289062500000000e-01 -3.686523437500000000e-01 1.608886718750000000e+00
3.702099609374999711e-01 9.227294921875000000e-01 5.938574218750000133e-01 5.971679687500000555e-02 9.594042968750000622e-01 -8.249331054687500941e-01 3.737792968750000000e+00 4.870605468750000000e+00 4.880371093750000000e+00 4.631347656250000000e+00 6.088867187500000000e-01
4.652099609375000000e-01 5.477294921875000000e-01 6.838574218749999822e-01 4.971679687500000361e-02 9.094042968750000178e-01 -1.241433105468749964e+00 1.237792968750000000e+00 -2.629394531250000000e+00 -2.619628906250000000e+00 2.131347656250000000e+00 1.108886718750000000e+00
2.752099609374999978e-01 7.977294921875000000e-01 8.638574218750000311e-01 6.971679687500001443e-02 1.009404296875000107e+00 -4.084331054687500018e-01 -3.762207031250000000e+00 2.370605468750000000e+00 2.380371093750000000e+00 -2.868652343750000000e+00 1.088867187500000000e-01
2.277099609375000111e-01 6.102294921875000000e-01 6.388574218750000533e-01 3.471679687499999722e-02 8.844042968749999956e-01 -6.166831054687500480e-01 -1.220703125000000000e-02 3.620605468750000000e+00 -1.369628906250000000e+00 8.813476562500000000e-01 1.358886718750000000e+00
4.177099609375000133e-01 8.602294921875000000e-01 8.188574218749999911e-01 5.471679687500000111e-02 9.844042968749999734e-01 -1.449683105468750011e+00 4.987792968750000000e+00 -1.379394531250000000e+00 3.630371093750000000e+00 -4.118652343750000000e+00 3.588867187500000000e-01
3.227099609374999845e-01 7.352294921875000000e-01 9.088574218750000711e-01 4.471679687499999917e-02 1.034404296875000018e+00 -1.033183105468749918e+00 2.487792968750000000e+00 1.120605468750000000e+00 -3.869628906250000000e+00 -1.618652343750000000e+00 1.858886718750000000e+00
