# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s cosmological_parameters--w intrinsic_alignment_parameters--a1 intrinsic_alignment_parameters--alpha1 intrinsic_alignment_parameters--a2 intrinsic_alignment_parameters--alpha2 intrinsic_alignment_parameters--bias_ta
3.517480468749999978e-01 7.902832031250000000e-01 8.352929687500000311e-01 3.482421874999999667e-02 8.991992187499999734e-01 -1.400467773437500174e+00 5.810546875000000000e-01 -4.638671875000000000e-01 -1.108398437500000000e+00 -1.948242187500000000e+00 9.033203125000000000e-01
4.467480468750000266e-01 6.652832031250000000e-01 7.452929687500000622e-01 6.482421874999999556e-02 9.491992187500000178e-01 -9.839677734375000817e-01 3.081054687500000000e+00 2.036132812500000000e+00 1.391601562500000000e+00 -4.448242187500000000e+00 1.403320312500000000e+00
2.567480468749999689e-01 9.152832031250000000e-01 5.652929687500000133e-01 4.482421875000000555e-02 1.049199218750000107e+00 -1.816967773437500044e+00 -1.918945312500000000e+00 -2.963867187500000000e+00 -3.608398437500000000e+00 5.517578125000000000e-01 4.033203125000000000e-01
3.042480468750000111e-01 7.277832031250000000e-01 8.802929687500000711e-01 5.982421875000000500e-02 9.241992187499999956e-01 -1.608717773437499998e+00 -3.168945312500000000e+00 -1.713867187500000000e+00 2.641601562500000000e+00 -3.198242187500000000e+00 1.153320312500000000e+00
4.942480468750000133e-01 9.777832031250000000e-01 7.002929687500000222e-01 3.982421875000000111e-02 1.024199218749999973e+00 -7.757177734375000355e-01 1.831054687500000000e+00 3.286132812500000000e+00 -2.358398437500000000e+00 1.801757812500000000e+00 1.533203125000000000e-01
3.992480468749999845e-01 6.027832031250000000e-01 6.102929687500000533e-01 6.982421875000000000e-02 9.741992187500000400e-01 -1.192217773437500128e+00 4.331054687500000000e+00 -4.213867187500000000e+00 1.416015625000000000e-01 4.301757812500000000e+00 1.653320312500000000e+00
2.092480468749999822e-01 8.527832031250000000e-01 7.902929687499999911e-01 4.982421875000000305e-02 8.741992187499999512e-01 -3.592177734375001652e-01 -6.689453125000000000e-01 7.861328125000000000e-01 -4.858398437500000000e+00 -6.982421875000000000e-01 6.533203125000000000e-01
1.854980468749999889e-01 6.340332031250000000e-01 5.877929687500000888e-01 3.732421874999999889e-02 9.116992187500000400e-01 -4.633427734374999662e-01 -3.793945312500000000e+00 -4.838867187500000000e+00 3.266601562500000000e+00 3.676757812500000000e+00 5.283203125000000000e-01
3.754980468749999911e-01 8.840332031250000000e-01 7.677929687500000266e-01 5.732421875000000278e-02 1.011699218750000018e+00 -1.296342773437499929e+00 1.206054687500000000e+00 1.611328125000000000e-01 -1.733398437500000000e+00 -1.323242187500000000e+00 1.528320312500000000e+00
4.704980468750000200e-01 5.090332031250000000e-01 8.577929687500001066e-01 4.732421875000000083e-02 1.061699218750000062e+00 -8.798427734375000586e-01 3.706054687500000000e+00 -2.338867187500000000e+00 7.666015625000000000e-01 -3.823242187500000000e+00 2.832031250000000000e-02
